sub_title,date,Newspaper,Body Text,title
The International Criminal Court ’ s top prosecutor seek arrest warrant for Israeli and Hamas leader .,21 May 2024,al-j,"in more than seven month of war , more than 35,000 palestinian have been killed and large part of the gaza strip destroyed .",will icc action deepen israel ’ s international isolation ?
Stars wear pin calling for an immediate ceasefire in Gaza a well a the release of captive at the Academy Awards .,11 Mar 2024,al-j,"celebrity , including musician billie eilish and finneas o ’ connell , poor thing star mark ruffalo , and comedian ramy youssef , wore red pin at the 96th academy award to call for a ceasefire in gaza .",why did hollywood star wear red pin badge at the oscar ceremony ?
"Israel ha airborne and naval capability that it can use against Iran , but it must choose any target carefully .",20 Apr 2024,al-j,"on friday morning , iranian air defence shot down three drone above it central province of isfahan .",what doe israel have in it arsenal that it could use against iran ?
The global court ’ s chief prosecutor say he is seeking arrest warrant for Israeli and Hamas leader .,20 May 2024,al-j,the chief prosecutor of the international criminal court ( icc ) ha applied for arrest warrant against top israeli and hamas leader for alleged war crime .,"world reacts to icc prosecutor seeking israel , hamas arrest warrant"
Efrat Katz wa reportedly in a vehicle with her abductor when an Israeli aircraft fired at it .,5 Apr 2024,al-j,an israeli investigation ha found that an israeli woman who wa seized during the october 7 hamas attack wa “ most likely ” killed when an israeli combat helicopter fired on her kidnapper ’ vehicle .,israeli fire ‘ most likely ’ killed woman taken captive on october 7 : army
"Biden-backed , bipartisan legislation to avoid government shutdown would ban aid for UN agency for Palestinian refugee .",21 Mar 2024,al-j,"washington , dc – congressional leader in the united state have proposed a spending bill that would avert a government shutdown but ban funding for the united nation relief and work agency for palestine refugee ( unrwa ) .",u congressional leader propose spending bill that would cut unrwa funding
More than 100 student were arrested last week on the New York campus for demonstrating against Israel ’ s war on Gaza .,22 Apr 2024,al-j,columbia university official have ordered class to be held virtually a they seek to de-escalate tension on the new york city campus during pro-palestinian demonstration .,columbia university move class online after gaza protest
Plan criticised a attempt to ‘ divert attention ’ from widening famine in Gaza a Israel obstructs aid operation .,8 Mar 2024,al-j,a united state plan to build a temporary port off gaza ’ s coast to step up the delivery of humanitarian aid ha been criticised a an attempt to divert attention from hundred of thousand of starving palestinian and israel ’ s consistent blocking of assistance to the enclave .,u port plan to step up aid delivery to gaza criticised a ‘ distraction ’
Unflinching . Uncensored . Survivors of the Israeli siege on Gaza ’ s al-Shifa Hospital told their story to AJ 360 for an exclusive film with first-hand account of the tragedy . Watch ‘ Al-Shifa Hospital : The Crimes They Tried to Bury ’ : http : / / youtu.be/IlerY4M9kQc,13 Jun 2024,al-j,,aj 360 premiere unflinching film with al-shifa hospital siege survivor
Desperate Palestinians were filmed clambering onto aid truck carrying supply for Gaza that were delivered through the US-built floating pier .,19 May 2024,al-j,,desperate scene a gaza aid truck arrive from u floating pier
"The UN ’ s top court ha thrown out Nicaragua ’ s request to halt German arm sale to Israel . In it ruling the ICJ said the circumstance , a they present themselves now , do not require the exercise of power . However , the court said it remains “ deeply concerned about the catastrophic living condition ” in Gaza and reminded all country they have an obligation to abide by international law .",30 Apr 2024,al-j,,icj reject nicaragua ’ s request to halt german arm sale to israel
Israel ha argued it case at the top UN court after South Africa made an urgent appeal for an order to stop the Israeli offensive in Rafah .,17 May 2024,al-j,this live page is now closed . you can follow our round-the-clock coverage of israel ’ s war on gaza here .,icj update : israel responds to south africa appeal for rafah attack halt
"With record number of Palestinians killed and displaced once again in Gaza , a growing movement online is asking : Is this Nakba 2.0 ?",29 May 2024,al-j,"“ exist , resist , return ! ” you may have heard this chant at event this month to mark nakba day on may 15 , which commemorates the displacement of at least 750,000 palestinian in 1948 during the founding of israel .",are we witnessing nakba 2.0 in gaza ?
A Jewish professor who wa filmed being violently arrested during an anti-Gaza war protest at Dartmouth College in the US say she had been banned from the university ’ s campus . Dartmouth said the ban wa down to court official and will request that ‘ any error be corrected ’ .,3 May 2024,al-j,,jewish professor banned from u campus after arrest
"Netanyahu ha repeatedly called to shut down Al Jazeera in Israel , while the Israeli military ha attacked and killed it journalist in Palestine .",4 Apr 2024,al-j,israel ’ s parliament passed a law on monday that allows temporary shutdown of foreign medium in israel including — and perhaps principally — al jazeera .,shutdown threat : when ha israel targeted al jazeera before ?
"Hanan and Mazen were stuck in the West Bank . Their kid were in Gaza , where they were killed by Israeli bomb .",16 Apr 2024,al-j,"bethlehem , occupied west bank – hanan al-qeeq sits next to a hospital bed in beit jala hospital , her sad , pale face second away from tear at all time , even when she try to muster up a smile of greeting .",‘ mama we ’ re dying ’ : only able to hear her kid in gaza in their final day
UN Development Programme official estimate post-war reconstruction will cost between $ 40-50bn .,2 May 2024,al-j,"the level of destruction in gaza ha not been since world war ii , according to a united nation official who estimated that post-war reconstruction could cost up to $ 50bn .","gaza will need largest post-war reconstruction effort since 1945 , un say"
The three European country will formally enact recognition on May 28 despite Israel ’ s warning of the consequence .,22 May 2024,al-j,"the leader of norway , ireland and spain have said their country will formally recognise palestine a a state next week for the sake of “ peace in the middle east “ , prompting israel to immediately recall it envoy .","norway , ireland , spain to recognise palestinian state"
A five-a-side football tournament at a refugee camp for displaced Palestinians brings momentary joy amid the war .,28 Mar 2024,al-j,"deir el-balah , gaza – for over six year , moath raja allah wa known a one of the top player in gaza ’ s ramadan football tournament .",how israel ’ s war on gaza ha changed ramadan football
